user_text,age_group,sex,body_part,red_flags_present,duration_days,pain_score,symptom_count,primary_disease
i am experiencing red skin and skin pain today. my pain score is 2 out of 10.,teen,female,skin/leg/arm,no,0,2,2,cellulitis
"i have localized pain, pain worse with movement and recent lifting today. my pain score is 1 out of 10.",adult,not specified,back/arm/leg,no,0,1,3,muscle strain
"today i noticed loss of smell, sore throat, dry cough, fever, headache, body aches, confusion and chest pain when breathing for 5 days. my pain score is 8 out of 10.",teen,female,whole body,yes,5,8,8,covid-like viral illness
"i have one-sided headache, nausea and light sensitivity for 1 day. my pain score is 1 out of 10.",child,male,head,no,1,1,3,migraine
"today i noticed fatigue, dry mouth, dark urine and shortness of breath on exertion today. my pain score is 2 out of 10.",older adult,female,whole body,yes,0,2,4,dehydration
"i've got itchy eyes, watery eyes and blocked nose for 3 days. my pain score is 2 out of 10.",teen,female,head,yes,3,2,3,allergic rhinitis
i am experiencing sore throat and loss of smell for 1 day. my pain score is 3 out of 10.,child,male,whole body,no,1,3,2,covid-like viral illness
"i feel fever, chills and loss of appetite for 5 days. my pain score is 5 out of 10.",child,not specified,whole body,no,5,5,3,influenza
"i have joint pain, injury, difficulty moving, bruising, severe tenderness, deformity, cannot bear weight and red skin for 7 days. my pain score is 6 out of 10.",child,female,arm/leg,yes,7,6,8,fracture or sprain
for the last few days i have had runny nose and watery eyes for 3 days. my pain score is 1 out of 10.,child,male,head,no,3,1,2,allergic rhinitis
"my symptoms are shortness of breath on exertion, pale skin, headache and cold hands for 6 days. my pain score is 4 out of 10.",child,male,whole body,yes,6,4,4,anemia
"i have headache, blocked nose, thick nasal discharge, fever, tooth pain and one-sided headache for 5 days. my pain score is 7 out of 10.",child,female,head,yes,5,7,6,sinusitis
"i have itchy rash, scaly skin, red patches, sleep disturbance, oozing and fever with rash today. my pain score is 7 out of 10.",child,female,skin,yes,0,7,6,eczema flare
"my symptoms are red skin, warm skin, swelling, skin pain, spreading redness, fever, pus, rapidly spreading rash, very unwell and dry skin for 3 days. my pain score is 8 out of 10.",teen,male,skin/leg/arm,yes,3,8,10,cellulitis
"i am experiencing headache, thick nasal discharge, blocked nose, fever and reduced smell for 6 days. my pain score is 3 out of 10.",older adult,male,head,no,6,3,5,sinusitis
"i have pale skin, fatigue, dizziness, shortness of breath on exertion and dry mouth for 1 day. my pain score is 3 out of 10.",teen,male,whole body,yes,1,3,5,anemia
"i am experiencing face drooping, sudden confusion, speech difficulty, arm weakness, vision trouble, loss of balance, weakness on one side, sudden severe headache and shortness of breath for 10 days. my pain score is 10 out of 10.",teen,male,head/face/arm,yes,10,10,9,stroke
"for the last few days i have had productive cough, chest discomfort, mild fever, fatigue, wheezing, shortness of breath, mucus and chest tightness for 6 days. my pain score is 6 out of 10.",older adult,male,chest,no,6,6,8,bronchitis
"i have blocked nose, sneezing, runny nose, watery eyes and facial pressure for 2 days. my pain score is 1 out of 10.",teen,male,head,no,2,1,5,allergic rhinitis
"today i noticed nausea, bloating, heartburn, vomiting, indigestion and loss of appetite for 6 days. my pain score is 4 out of 10.",older adult,female,abdomen,no,6,4,6,gastritis
"i have reduced hearing, fullness in ear, poor sleep, ear discharge, dizziness and thick nasal discharge for 6 days. my pain score is 7 out of 10.",teen,male,ear/head,yes,6,7,6,ear infection
"today i noticed productive cough, chest discomfort, mild fever, mucus, shortness of breath, coughing blood and persistent chest pain today. my pain score is 9 out of 10.",adult,female,chest,yes,0,9,7,bronchitis
"i've got pain worse with movement, localized pain, muscle tightness, reduced range of motion, swelling and weakness for 8 days. my pain score is 10 out of 10.",adult,male,back/arm/leg,yes,8,10,6,muscle strain
"i have chest pain when breathing, cough, shortness of breath, fever, fatigue, chills and green mucus for 5 days. my pain score is 6 out of 10.",teen,male,chest,no,5,6,7,pneumonia
"my symptoms are burning chest discomfort, heartburn, acid reflux, sour taste, cough after meals, worse lying down and nausea for 4 days. my pain score is 6 out of 10.",teen,not specified,chest/abdomen,yes,4,6,7,gerd
"today i noticed itchy eyes, runny nose, watery eyes and sinus pressure for 6 days. my pain score is 6 out of 10.",child,not specified,head,yes,6,6,4,allergic rhinitis
"today i noticed muscle tightness, pain worse with movement and burning urination today. my pain score is 2 out of 10.",adult,male,back/arm/leg,no,0,2,3,muscle strain
"i feel chest tightness, racing heart and trembling for 3 days. my pain score is 1 out of 10.",older adult,male,chest/whole body,no,3,1,3,anxiety or panic attack
"i have bad taste, facial swelling, swollen glands, pain chewing and fever for 6 days. my pain score is 7 out of 10.",teen,not specified,mouth/face,no,6,7,5,dental abscess
"my symptoms are sound sensitivity, light sensitivity, one-sided headache, nausea and vomiting for 5 days. my pain score is 6 out of 10.",child,female,head,no,5,6,5,migraine
"today i noticed fever, shivering, fast heartbeat, very unwell, vomiting, weakness, confusion and blue lips for 7 days. my pain score is 7 out of 10.",adult,not specified,whole body,yes,7,7,8,sepsis
"my symptoms are racing heart, fear, trembling and tingling fingers for 3 days. my pain score is 3 out of 10.",older adult,female,chest/whole body,yes,3,3,4,anxiety or panic attack
"my symptoms are productive cough, chest discomfort, fatigue and shortness of breath today. my pain score is 3 out of 10.",older adult,female,chest,no,0,3,4,bronchitis
my symptoms are red skin and warm skin today. my pain score is 1 out of 10.,teen,male,skin/leg/arm,no,0,1,2,cellulitis
"i am experiencing lower abdominal pain, burning urination, cloudy urine and frequent urination today. my pain score is 3 out of 10.",adult,female,pelvis/abdomen,yes,0,3,4,urinary tract infection
"today i noticed speech difficulty, face drooping, sudden confusion, arm weakness, vision trouble, loss of balance, cannot speak, weakness on one side and sound sensitivity for 13 days. my pain score is 9 out of 10.",adult,not specified,head/face/arm,yes,13,9,9,stroke
"today i noticed upper abdominal pain, bloating, vomiting, heartburn and indigestion for 6 days. my pain score is 5 out of 10.",older adult,male,abdomen,yes,6,5,5,gastritis
"i feel tooth pain, facial swelling, bad taste, gum swelling, fever and sound sensitivity for 2 days. my pain score is 7 out of 10.",adult,not specified,mouth/face,no,2,7,6,dental abscess
"i've got injury, swelling, bruising, difficulty moving, cannot bear weight and severe tenderness for 4 days. my pain score is 6 out of 10.",adult,female,arm/leg,yes,4,6,6,fracture or sprain
"i feel frequent urination, fatigue, blurred vision and increased thirst for 3 days. my pain score is 2 out of 10.",adult,female,whole body,no,3,2,4,hyperglycemia
"i have ate suspicious food, nausea, diarrhea and vomiting today. my pain score is 1 out of 10.",teen,male,abdomen,no,0,1,4,food poisoning
"i am experiencing shortness of breath, wheezing and cough today. my pain score is 3 out of 10.",older adult,not specified,chest,no,0,3,3,asthma flare
"for the last few days i have had swelling, skin pain, warm skin, red skin, spreading redness, pus and fever for 6 days. my pain score is 4 out of 10.",older adult,female,skin/leg/arm,no,6,4,7,cellulitis
"i've got flank pain, burning urination, nausea, vomiting, blood in urine and chills for 7 days. my pain score is 7 out of 10.",child,female,back/abdomen,no,7,7,6,kidney infection
"i feel facial swelling, tooth pain, pain chewing, swollen glands and thick nasal discharge for 5 days. my pain score is 5 out of 10.",child,male,mouth/face,no,5,5,5,dental abscess
"my symptoms are very unwell, fast heartbeat, shivering, fever and weakness for 7 days. my pain score is 4 out of 10.",child,female,whole body,no,7,4,5,sepsis
"today i noticed bruising, difficulty moving, joint pain, deformity, severe tenderness, cannot bear weight, cold pale limb, numb limb and pain worse with movement for 1 day. my pain score is 7 out of 10.",adult,male,arm/leg,yes,1,7,9,fracture or sprain
"i've got fatigue, dark urine, headache and fast heartbeat for 5 days. my pain score is 3 out of 10.",child,male,whole body,yes,5,3,4,dehydration
"my symptoms are blocked nose, sneezing, sore throat, fever, fatigue, difficulty breathing and chest pain today. my pain score is 8 out of 10.",child,not specified,head/chest,yes,0,8,7,common cold
"i feel pale skin, shortness of breath on exertion, dizziness, headache, fast heartbeat and dark urine for 2 days. my pain score is 7 out of 10.",adult,female,whole body,yes,2,7,6,anemia
i've got pale skin and shortness of breath on exertion for 1 day. my pain score is 2 out of 10.,older adult,female,whole body,no,1,2,2,anemia
"i've got diarrhea, vomiting, weakness, fever and dehydration for 4 days. my pain score is 5 out of 10.",child,female,abdomen,yes,4,5,5,food poisoning
"i am experiencing blocked nose, facial pressure, headache and sound sensitivity for 3 days. my pain score is 1 out of 10.",teen,male,head,yes,3,1,4,sinusitis
"i feel vomiting, nausea, stomach cramps, body aches and dehydration for 7 days. my pain score is 7 out of 10.",older adult,not specified,abdomen,yes,7,7,5,gastroenteritis
"i have shortness of breath, racing heart and fear for 3 days. my pain score is 2 out of 10.",adult,male,chest/whole body,no,3,2,3,anxiety or panic attack
i am experiencing shortness of breath and cough for 3 days. my pain score is 3 out of 10.,adult,female,chest,no,3,3,2,asthma flare
"i've got arm weakness, speech difficulty, face drooping, sudden confusion, vision trouble, dizziness and weakness on one side for 13 days. my pain score is 7 out of 10.",older adult,not specified,head/face/arm,yes,13,7,7,stroke
"i've got neck tightness, stress, poor sleep and fatigue for 6 days. my pain score is 4 out of 10.",adult,not specified,head,no,6,4,4,tension headache
"my symptoms are shortness of breath, fever, cough, green mucus, fatigue and chills for 6 days. my pain score is 6 out of 10.",child,female,chest,yes,6,6,6,pneumonia
"i have weakness, hunger, headache, fast heartbeat, confusion, seizure and unconscious for 11 days. my pain score is 10 out of 10.",teen,female,whole body,yes,11,10,7,hypoglycemia
for the last few days i have had frequent urination and cloudy urine for 2 days. my pain score is 2 out of 10.,teen,not specified,pelvis/abdomen,no,2,2,2,urinary tract infection
"i am experiencing sweating, nausea, chest pressure, jaw pain, pain spreading to arm, shortness of breath and crushing chest pain for 6 days. my pain score is 8 out of 10.",older adult,female,chest,yes,6,8,7,heart attack
"i feel chest discomfort, fatigue and shortness of breath for 5 days. my pain score is 4 out of 10.",child,not specified,chest,yes,5,4,3,bronchitis
"for the last few days i have had scaly skin, red patches, oozing, sleep disturbance, rapidly spreading redness and fever with rash for 6 days. my pain score is 8 out of 10.",adult,not specified,skin,yes,6,8,6,eczema flare
"i've got fatigue, productive cough, chest discomfort and mild fever for 3 days. my pain score is 2 out of 10.",adult,male,chest,no,3,2,4,bronchitis
"i feel ear pain, reduced hearing, fullness in ear and fever for 2 days. my pain score is 2 out of 10.",teen,not specified,ear/head,no,2,2,4,ear infection
"i've got blocked nose, facial pressure, headache, thick nasal discharge, fever, reduced smell and itchy eyes for 6 days. my pain score is 7 out of 10.",teen,not specified,head,yes,6,7,7,sinusitis
"for the last few days i have had sweating, nausea, chest tightness, jaw pain and shortness of breath for 7 days. my pain score is 3 out of 10.",older adult,male,chest,no,7,3,5,heart attack
"today i noticed swelling, skin pain, red skin, warm skin and spreading redness for 7 days. my pain score is 7 out of 10.",child,male,skin/leg/arm,no,7,7,5,cellulitis
"i have blocked nose, headache and fever for 6 days. my pain score is 5 out of 10.",child,not specified,head,no,6,5,3,sinusitis
i've got fatigue and dry cough today. my pain score is 1 out of 10.,child,not specified,whole body,no,0,1,2,influenza
"today i noticed fatigue, dry cough, fever, chills, headache, sore throat and loss of appetite for 4 days. my pain score is 5 out of 10.",older adult,male,whole body,yes,4,5,7,influenza
"for the last few days i have had stomach cramps, ate suspicious food, diarrhea and vomiting for 3 days. my pain score is 1 out of 10.",adult,male,abdomen,no,3,1,4,food poisoning
"for the last few days i have had reduced hearing, ear pain, fullness in ear and fever today. my pain score is 1 out of 10.",teen,male,ear/head,no,0,1,4,ear infection
"i have pressure around head, stress, dull headache, mild nausea, fatigue, poor sleep and thick nasal discharge for 4 days. my pain score is 6 out of 10.",child,not specified,head,no,4,6,7,tension headache
"today i noticed fatigue, fever, body aches, headache and diarrhea for 6 days. my pain score is 7 out of 10.",child,not specified,whole body,no,6,7,5,covid-like viral illness
"my symptoms are very unwell, fever, fast heartbeat, shivering, reduced urination, weakness, confusion and no urination all day for 13 days. my pain score is 10 out of 10.",older adult,not specified,whole body,yes,13,10,8,sepsis
"i am experiencing sweating, weakness, shaking and fear for 1 day. my pain score is 1 out of 10.",older adult,not specified,whole body,no,1,1,4,hypoglycemia
"for the last few days i have had chest discomfort, mild fever, shortness of breath and difficulty breathing for 3 days. my pain score is 8 out of 10.",older adult,male,chest,yes,3,8,4,bronchitis
"i am experiencing dry mouth, dizziness and fatigue for 2 days. my pain score is 2 out of 10.",adult,not specified,whole body,yes,2,2,3,dehydration
"today i noticed face drooping, sudden confusion, speech difficulty, loss of balance, dizziness, vision trouble and cannot speak for 10 days. my pain score is 10 out of 10.",older adult,not specified,head/face/arm,yes,10,10,7,stroke
"i feel facial pressure, headache, blocked nose and one-sided headache today. my pain score is 2 out of 10.",teen,male,head,yes,0,2,4,sinusitis
"for the last few days i have had fatigue, fever, headache and loss of appetite for 4 days. my pain score is 5 out of 10.",teen,male,whole body,no,4,5,4,influenza
"i have sweating, chest tightness, jaw pain, pain spreading to arm and shortness of breath for 2 days. my pain score is 5 out of 10.",older adult,not specified,chest,no,2,5,5,heart attack
"i am experiencing facial pressure, thick nasal discharge and nausea today. my pain score is 3 out of 10.",adult,female,head,yes,0,3,3,sinusitis
"today i noticed right lower abdominal pain, nausea, loss of appetite, vomiting, abdominal tenderness, pain worse with movement, rigid abdomen and diarrhea for 2 days. my pain score is 8 out of 10.",older adult,not specified,abdomen,yes,2,8,8,appendicitis
for the last few days i have had watery eye and eye discharge for 1 day. my pain score is 1 out of 10.,child,male,eye,no,1,1,2,conjunctivitis
"i feel fever, burning urination and blood in urine for 7 days. my pain score is 6 out of 10.",teen,male,back/abdomen,no,7,6,3,kidney infection
"i have chest pain when breathing, fever, shortness of breath, chills, green mucus and fatigue for 6 days. my pain score is 7 out of 10.",child,female,chest,no,6,7,6,pneumonia
"today i noticed burning urination, frequent urination, cloudy urine and lower abdominal pain for 1 day. my pain score is 3 out of 10.",adult,female,pelvis/abdomen,yes,1,3,4,urinary tract infection
"i've got itchy rash, dry skin, cracked skin, sleep disturbance and oozing for 4 days. my pain score is 3 out of 10.",teen,not specified,skin,yes,4,3,5,eczema flare
for the last few days i have had recent lifting and localized pain for 1 day. my pain score is 2 out of 10.,teen,female,back/arm/leg,yes,1,2,2,muscle strain
"today i noticed pale skin, fatigue, shortness of breath on exertion, dizziness and dark urine for 2 days. my pain score is 2 out of 10.",teen,not specified,whole body,no,2,2,5,anemia
"for the last few days i have had nausea, right lower abdominal pain, fever, pain worse with movement, vomiting and abdominal tenderness for 5 days. my pain score is 5 out of 10.",older adult,male,abdomen,no,5,5,6,appendicitis
"i've got sore throat, runny nose, blocked nose, sneezing, headache, fever and fatigue for 4 days. my pain score is 7 out of 10.",adult,not specified,head/chest,yes,4,7,7,common cold
"i am experiencing sore throat, blocked nose, sneezing and fever for 3 days. my pain score is 7 out of 10.",child,female,head/chest,yes,3,7,4,common cold
"i have fatigue, productive cough, mild fever, shortness of breath and wheezing for 6 days. my pain score is 7 out of 10.",teen,not specified,chest,no,6,7,5,bronchitis
i feel fever and ear pain for 3 days. my pain score is 3 out of 10.,child,male,ear/head,no,3,3,2,ear infection
"my symptoms are mild fever, fatigue, productive cough and chest discomfort for 2 days. my pain score is 3 out of 10.",older adult,male,chest,no,2,3,4,bronchitis
"for the last few days i have had fatigue, increased thirst, frequent urination and blurred vision for 1 day. my pain score is 2 out of 10.",adult,female,whole body,yes,1,2,4,hyperglycemia
"for the last few days i have had trembling, racing heart, shortness of breath, chest tightness, sweating, tingling fingers and dizziness for 4 days. my pain score is 7 out of 10.",child,male,chest/whole body,no,4,7,7,anxiety or panic attack
"for the last few days i have had nausea, burning urination, blood in urine and loss of appetite for 3 days. my pain score is 5 out of 10.",child,male,back/abdomen,no,3,5,4,kidney infection
"i am experiencing severe headache, fever, neck stiffness, light sensitivity, vomiting and one-sided headache for 7 days. my pain score is 6 out of 10.",teen,not specified,head/neck,yes,7,6,6,meningitis
"i have hunger, dizziness, confusion, fast heartbeat, seizure and thirst for 6 days. my pain score is 7 out of 10.",teen,male,whole body,yes,6,7,6,hypoglycemia
"i feel lower abdominal pain, burning urination, blood in urine, back pain, fever and right lower abdominal pain for 4 days. my pain score is 3 out of 10.",adult,not specified,pelvis/abdomen,no,4,3,6,urinary tract infection
i am experiencing thick nasal discharge and facial pressure for 1 day. my pain score is 1 out of 10.,child,not specified,head,no,1,1,2,sinusitis
"i feel shortness of breath on exertion, fatigue, pale skin, dizziness and cold hands for 2 days. my pain score is 7 out of 10.",teen,not specified,whole body,no,2,7,5,anemia
"i am experiencing speech difficulty, sudden confusion, arm weakness, face drooping, dizziness, loss of balance, sudden severe headache, weakness on one side and weakness for 2 days. my pain score is 9 out of 10.",child,female,head/face/arm,yes,2,9,9,stroke
"today i noticed racing heart, trembling, shortness of breath, chest tightness, tingling fingers and chest pain spreading to arm for 14 days. my pain score is 8 out of 10.",teen,not specified,chest/whole body,yes,14,8,6,anxiety or panic attack
"i feel nausea, one-sided headache, sound sensitivity, visual aura and neck stiffness for 8 days. my pain score is 7 out of 10.",adult,female,head,yes,8,7,5,migraine
"i have itchy rash, red patches, scaly skin, cracked skin, oozing, sleep disturbance and itchy eyes for 4 days. my pain score is 7 out of 10.",child,not specified,skin,no,4,7,7,eczema flare
"i feel weakness, shaking, headache, fast heartbeat and cannot swallow for 10 days. my pain score is 10 out of 10.",adult,female,whole body,yes,10,10,5,hypoglycemia
"today i noticed right lower abdominal pain, loss of appetite, abdominal tenderness, pain worse with movement and vomiting for 2 days. my pain score is 6 out of 10.",adult,female,abdomen,no,2,6,5,appendicitis
"today i noticed wheezing, shortness of breath, cough, exercise trigger, waking at night and productive cough for 3 days. my pain score is 4 out of 10.",child,female,chest,yes,3,4,6,asthma flare
"my symptoms are nausea, flank pain, fever, vomiting, blood in urine, chills and sepsis signs for 9 days. my pain score is 9 out of 10.",teen,male,back/abdomen,yes,9,9,7,kidney infection
"i am experiencing red skin, warm skin, fever, pus and spreading redness for 4 days. my pain score is 4 out of 10.",older adult,female,skin/leg/arm,no,4,4,5,cellulitis
"i've got diarrhea, ate suspicious food, stomach cramps and vomiting today. my pain score is 3 out of 10.",adult,male,abdomen,no,0,3,4,food poisoning
"today i noticed body aches, chills, fatigue, dry cough and shortness of breath for 2 days. my pain score is 2 out of 10.",older adult,not specified,whole body,yes,2,2,5,influenza
my symptoms are fatigue and dry cough today. my pain score is 1 out of 10.,older adult,female,whole body,no,0,1,2,covid-like viral illness
i feel itchy eyes and watery eyes for 1 day. my pain score is 2 out of 10.,adult,not specified,head,no,1,2,2,allergic rhinitis
"for the last few days i have had recent lifting, muscle tightness, bruising and swelling for 5 days. my pain score is 7 out of 10.",teen,not specified,back/arm/leg,yes,5,7,4,muscle strain
"i've got acid reflux, burning chest discomfort, heartburn, sour taste, worse lying down, nausea and sweating for 6 days. my pain score is 3 out of 10.",teen,not specified,chest/abdomen,yes,6,3,7,gerd
"i feel shivering, fast heartbeat, weakness, reduced urination, vomiting and rapid breathing for 14 days. my pain score is 8 out of 10.",child,not specified,whole body,yes,14,8,6,sepsis
"my symptoms are body aches, fatigue, chills, fever, loss of appetite and headache for 5 days. my pain score is 7 out of 10.",older adult,female,whole body,no,5,7,6,influenza
"i feel gum swelling, bad taste, facial swelling, tooth pain and light sensitivity for 2 days. my pain score is 2 out of 10.",adult,female,mouth/face,no,2,2,5,dental abscess
"i feel stomach cramps, diarrhea, ate suspicious food, nausea, fever and right lower abdominal pain for 3 days. my pain score is 5 out of 10.",child,male,abdomen,yes,3,5,6,food poisoning
"i've got sudden confusion, face drooping, vision trouble, dizziness, loss of balance, weakness on one side and sudden severe headache today. my pain score is 10 out of 10.",adult,male,head/face/arm,yes,0,10,7,stroke
"i feel neck stiffness, severe headache, fever, vomiting, seizure, non-blanching rash and very unwell for 6 days. my pain score is 8 out of 10.",child,male,head/neck,yes,6,8,7,meningitis
"i am experiencing nausea, sound sensitivity, light sensitivity and one-sided headache today. my pain score is 3 out of 10.",child,not specified,head,no,0,3,4,migraine
"for the last few days i have had productive cough, fatigue, mild fever, chest discomfort, wheezing, shortness of breath, mucus, persistent chest pain, difficulty breathing and chest pain when breathing for 6 days. my pain score is 10 out of 10.",older adult,not specified,chest,yes,6,10,10,bronchitis
"my symptoms are fever, chest pain when breathing, shortness of breath, cough, fatigue, chills, severe shortness of breath and confusion for 13 days. my pain score is 8 out of 10.",older adult,not specified,chest,yes,13,8,8,pneumonia
"my symptoms are dizziness, thirst, headache and vomiting for 6 days. my pain score is 5 out of 10.",older adult,female,whole body,no,6,5,4,dehydration
"my symptoms are speech difficulty, arm weakness, sudden confusion, loss of balance and sudden severe headache today. my pain score is 10 out of 10.",adult,female,head/face/arm,yes,0,10,5,stroke
"i am experiencing hunger, sweating, headache, fast heartbeat, confusion, unconscious and dry mouth for 2 days. my pain score is 9 out of 10.",adult,male,whole body,yes,2,9,7,hypoglycemia
"i have nausea, loss of appetite, abdominal tenderness and pain worse with movement for 6 days. my pain score is 4 out of 10.",teen,male,abdomen,yes,6,4,4,appendicitis
"i've got acid reflux, burning chest discomfort, worse lying down, nausea and crushing chest pain for 8 days. my pain score is 10 out of 10.",child,not specified,chest/abdomen,yes,8,10,5,gerd
"i have red eye, eye discharge and light sensitivity today. my pain score is 2 out of 10.",teen,male,eye,yes,0,2,3,conjunctivitis
"i am experiencing itchy eye, eye discharge, red eye, mild eyelid swelling, light sensitivity and gritty feeling for 6 days. my pain score is 3 out of 10.",adult,male,eye,yes,6,3,6,conjunctivitis
"i've got fear, racing heart, sweating, dizziness and tingling fingers for 2 days. my pain score is 4 out of 10.",teen,male,chest/whole body,no,2,4,5,anxiety or panic attack
"i feel diarrhea, stomach cramps, ate suspicious food, nausea and dizziness for 1 day. my pain score is 1 out of 10.",child,not specified,abdomen,no,1,1,5,food poisoning
"i am experiencing reduced hearing, fever, ear pain, fullness in ear, poor sleep, dizziness, ear discharge and bad taste for 3 days. my pain score is 4 out of 10.",adult,female,ear/head,no,3,4,8,ear infection
today i noticed dizziness and thirst for 3 days. my pain score is 2 out of 10.,adult,male,whole body,yes,3,2,2,dehydration
"i've got shivering, very unwell, fever, reduced urination and blue lips for 10 days. my pain score is 10 out of 10.",older adult,male,whole body,yes,10,10,5,sepsis
i've got dull headache and stress today. my pain score is 3 out of 10.,teen,female,head,no,0,3,2,tension headache
"i feel fast heartbeat, shivering, very unwell, weakness and confusion today. my pain score is 7 out of 10.",adult,male,whole body,yes,0,7,5,sepsis
my symptoms are trembling and shortness of breath for 3 days. my pain score is 1 out of 10.,older adult,female,chest/whole body,no,3,1,2,anxiety or panic attack
"i feel fever, right lower abdominal pain, loss of appetite, nausea, pain worse with movement, vomiting and rigid abdomen for 12 days. my pain score is 8 out of 10.",teen,male,abdomen,yes,12,8,7,appendicitis
"today i noticed fever, flank pain, burning urination, nausea, blood in urine, vomiting and chills for 7 days. my pain score is 4 out of 10.",teen,not specified,back/abdomen,no,7,4,7,kidney infection
"my symptoms are blocked nose, sneezing, watery eyes, itchy eyes, sinus pressure, poor sleep and cough for 5 days. my pain score is 7 out of 10.",older adult,male,head,no,5,7,7,allergic rhinitis
"today i noticed runny nose, mild cough, sore throat and fatigue for 2 days. my pain score is 7 out of 10.",adult,not specified,head/chest,no,2,7,4,common cold
"i have sweating, chest tightness, jaw pain and severe shortness of breath for 13 days. my pain score is 7 out of 10.",child,male,chest,yes,13,7,4,heart attack
"i feel watery eyes, runny nose, sneezing, blocked nose, poor sleep, sinus pressure, swelling of lips and difficulty breathing for 3 days. my pain score is 8 out of 10.",adult,female,head,yes,3,8,8,allergic rhinitis
"for the last few days i have had fullness in ear, reduced hearing, ear pain and fever today. my pain score is 1 out of 10.",child,female,ear/head,no,0,1,4,ear infection
"i am experiencing increased thirst, fatigue, frequent urination, blurred vision, nausea and weight loss for 2 days. my pain score is 3 out of 10.",child,female,whole body,yes,2,3,6,hyperglycemia
"i am experiencing acid reflux, heartburn, burning chest discomfort and racing heart for 2 days. my pain score is 3 out of 10.",adult,male,chest/abdomen,no,2,3,4,gerd
"i've got sore throat, fatigue and chills for 1 day. my pain score is 2 out of 10.",adult,not specified,whole body,no,1,2,3,covid-like viral illness
"i've got warm skin, skin pain and spreading redness for 3 days. my pain score is 7 out of 10.",adult,male,skin/leg/arm,yes,3,7,3,cellulitis
"i am experiencing blocked nose, sneezing, runny nose and watery eyes for 1 day. my pain score is 1 out of 10.",adult,male,head,yes,1,1,4,allergic rhinitis
"my symptoms are dizziness, shortness of breath on exertion, cold hands, fast heartbeat, fainting and chest pain for 9 days. my pain score is 7 out of 10.",adult,female,whole body,yes,9,7,6,anemia
i've got increased thirst and blurred vision for 1 day. my pain score is 2 out of 10.,older adult,not specified,whole body,no,1,2,2,hyperglycemia
"for the last few days i have had frequent urination, blurred vision, fatigue and weight loss for 4 days. my pain score is 6 out of 10.",older adult,male,whole body,yes,4,6,4,hyperglycemia
"today i noticed reduced hearing, fullness in ear, fever, dizziness, poor sleep and gum swelling for 2 days. my pain score is 4 out of 10.",teen,female,ear/head,no,2,4,6,ear infection
"i am experiencing fever, flank pain, nausea and loss of appetite for 3 days. my pain score is 3 out of 10.",adult,female,back/abdomen,no,3,3,4,kidney infection
"i've got loss of smell, sore throat and diarrhea for 6 days. my pain score is 7 out of 10.",adult,not specified,whole body,no,6,7,3,covid-like viral illness
"i've got fever, reduced hearing, ear pain, fullness in ear, poor sleep, dizziness and ear discharge for 3 days. my pain score is 7 out of 10.",older adult,female,ear/head,yes,3,7,7,ear infection
"for the last few days i have had one-sided headache, nausea, light sensitivity and thick nasal discharge for 1 day. my pain score is 2 out of 10.",teen,not specified,head,no,1,2,4,migraine
"i am experiencing ear pain, fever, poor sleep and headache for 6 days. my pain score is 7 out of 10.",adult,not specified,ear/head,yes,6,7,4,ear infection
"i have loss of appetite, nausea, upper abdominal pain and bloating today. my pain score is 3 out of 10.",older adult,female,abdomen,no,0,3,4,gastritis
"i am experiencing skin pain, red skin, warm skin, spreading redness, pus and red patches for 4 days. my pain score is 7 out of 10.",teen,female,skin/leg/arm,no,4,7,6,cellulitis
"for the last few days i have had ear pain, fullness in ear, fever and dizziness for 5 days. my pain score is 3 out of 10.",adult,not specified,ear/head,no,5,3,4,ear infection
"today i noticed fever, shivering, very unwell, vomiting, weakness, reduced urination, no urination all day and confusion for 10 days. my pain score is 9 out of 10.",child,female,whole body,yes,10,9,8,sepsis
"today i noticed shortness of breath, wheezing, cough, exercise trigger, waking at night and needs reliever inhaler for 3 days. my pain score is 7 out of 10.",adult,male,chest,yes,3,7,6,asthma flare
"i've got speech difficulty, arm weakness, sudden confusion, face drooping, dizziness, vision trouble, loss of balance, sudden severe headache, weakness on one side and chest tightness for 12 days. my pain score is 8 out of 10.",teen,not specified,head/face/arm,yes,12,8,10,stroke
"i have dull headache, stress, pressure around head, mild nausea, poor sleep and fatigue for 2 days. my pain score is 6 out of 10.",child,not specified,head,no,2,6,6,tension headache
"i feel weakness, dizziness, shaking, headache, confusion and fast heartbeat for 5 days. my pain score is 7 out of 10.",adult,female,whole body,no,5,7,6,hypoglycemia
"today i noticed facial pressure, headache, thick nasal discharge, blocked nose and sneezing for 3 days. my pain score is 1 out of 10.",child,female,head,no,3,1,5,sinusitis
"i feel pale skin, shortness of breath on exertion and dizziness today. my pain score is 3 out of 10.",adult,female,whole body,no,0,3,3,anemia
"i have heartburn, sour taste, acid reflux, worse lying down, nausea, cough after meals, difficulty swallowing, crushing chest pain and bloating for 6 days. my pain score is 7 out of 10.",adult,female,chest/abdomen,yes,6,7,9,gerd
"i have warm skin, red skin, skin pain, pus, fever and spreading redness for 5 days. my pain score is 6 out of 10.",older adult,female,skin/leg/arm,no,5,6,6,cellulitis
"i have dull headache, stress, pressure around head and neck tightness today. my pain score is 3 out of 10.",teen,female,head,no,0,3,4,tension headache
"i have shivering, very unwell, reduced urination and no urination all day for 3 days. my pain score is 10 out of 10.",adult,not specified,whole body,yes,3,10,4,sepsis
